case_number,year,type,country,age,species_,month,fatal,sex
1935.03.09,1935,Unprovoked,australia,27,"White shark, 4 m [13'] ",Mar,Y,M
1935.03.02,1935,Unprovoked,australia,22,"White shark, 3.5 m to 4 m [11.5' to 13'] ",Mar,Y,M
1934.12.31.b,1934,Unprovoked,australia,13,"Tiger shark, 1.5 m [5'] ",Dec,N,F
1934.04.01.a,1934,Unprovoked,australia,15,4.3 m [14'] shark seen in vicinity,Apr,Y,M
1934.03.12,1934,Unprovoked,australia,17,4 m [13'] shark seen in vicinity,Mar,Y,M
1934.01.07,1934,Unprovoked,australia,22,4.3 m [14'] shark seen in area previous week,Jan,N,M
1932.10.31,1932,Unprovoked,australia,24,Thought to involve a mako or grey nurse shark,Oct,N,M
1932.00.00,1932,Unprovoked,south africa,23,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",,N,M
1931.02.10,1931,Invalid,australia,39,Shark involvement prior to death unconfirmed,Feb,,M
1931.01.07,1931,Unprovoked,australia,18,1.5 m [5'] shark,Jan,N,M
1930.02.15,1930,Unprovoked,australia,18,White shark 4.9 m [16'] ,Feb,Y,M
1930.01.16,1930,Unprovoked,south africa,23,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",Jan,N,M
1929.04.11,1929,Provoked,australia,19,"Grey nurse shark, 4' ",Apr,N,M
1929.02.08,1929,Unprovoked,australia,39,Galapagos shark,Feb,Y,M
1929.01.12,1929,Unprovoked,australia,14,12' shark,Jan,Y,M
1928.11.04,1928,Unprovoked,panama,17,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,Nov,Y,M
1928.04.06,1928,Unprovoked,australia,15,4' shark,Apr,N,M
1928.01.00,1928,Unprovoked,south africa,18,1.2 m [4'] shark,Jan,N,M
1927.12.28,1927,Unprovoked,south africa,17,"White shark, 4.4 m [14.5'] . ",Dec,Y,M
1927.03.01,1927,Unprovoked,australia,17,Grey nurse shark?,Mar,N,M
1927.01.03,1927,Unprovoked,australia,15,3.7 m [12'] shark,Jan,Y,M
1926.10.23.b,1926,Unprovoked,australia,17,"Grey nurse shark, 4'",Oct,N,M
1926.07.23,1926,Unprovoked,italy,20,Said to involve 6 to 7 m [20' to 23'] white shark,Jul,Y,M
1926.07.08,1926,Unprovoked,usa,15,1.5 m [5'] white shark or sevengill shark,Jul,N,M
1925.11.22,1925,Unprovoked,australia,55,"Tiger shark, 4 m [13'] female",Nov,Y,M
1925.03.27,1925,Unprovoked,australia,16,Said to be a small shark,Mar,N,M
1924.01.19,1924,Unprovoked,australia,16,3 m [10'] shark,Jan,Y,M
1922.12.05,1922,Unprovoked,australia,19,"2.7 m [9'] ""blue"" shark",Dec,Y,M
1922.05.24,1922,Unprovoked,jamaica,19,6' shark,,Y,M
1922.05.06,1922,Unprovoked,south africa,18,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",May,N,M
1922.03.02,1922,Unprovoked,australia,21,"White shark, 2.4 m [8'] ",Mar,Y,M
1922.02.04,1922,Unprovoked,australia,18,White shark,Feb,Y,M
1919.01.09,1919,Unprovoked,australia,13,12' shark,Jan,Y,M
1916.07.01,1916,Unprovoked,usa,24,Thought to involve a 2.6 m [8.5'] white shark,Jul,Y,M
1912.01.26,1912,Unprovoked,australia,21,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",Jan,Y,M
1906.01.20,1906,Unprovoked,south africa,30,1.8 m to 2.7 m [6' to 9'] shark,Jan,Y,M
1905.03.26,1905,Unprovoked,australia,40,5' shark,Mar,N,M
1901.07.30,1901,Unprovoked,south africa,29,White shark,Jul,Y,M
1894.11.28,1894,Unprovoked,australia,19,10' to 12' shark,Nov,N,M
1892.03.02,1892,Provoked,australia,21,12' shark,Mar,N,M
1880.11.25,1880,Unprovoked,australia,12,Bull shark,Nov,Y,M
1868.05.13,1868,Unprovoked,india,35,Identified as C. gangeticus by Dr. J. Fayrer,May,Y,M
