,case_number,year,type,country,age,species_,month,fatal,sex,species_shark,edad_ataques
1077,1994.05.31.a,1994.0,Unprovoked,usa,28.0,1.2 m [4'] spinner shark,May,N,M,Unspecified,joven
1078,1994.05.15,1994.0,Unprovoked,usa,22.0,>1.8 m [6'] shark,May,N,M,Unspecified,joven
1079,1994.02.19,1994.0,Unprovoked,usa,23.0,1.2 m [4'] shark,Feb,N,M,Unspecified,joven
1080,1994.02.12,1994.0,Unprovoked,south africa,15.0,3 m [10'] white shark,Feb,N,M,White,joven
1081,1994.01.03,1994.0,Unprovoked,south africa,33.0,"1.3 m [4'3""] shark",Jan,N,M,Unspecified,adulto
1082,1993.11.21,1993.0,Unprovoked,australia,27.0,Tiger shark caught 6 days later with divers remains in its gut,Nov,Y,M,Tiger,joven
1083,1993.10.30,1993.0,Unprovoked,usa,26.0,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M,White,joven
1084,1993.10.26,1993.0,Unprovoked,usa,26.0,3 m [10'] bull shark,Oct,N,F,Bull,joven
1085,1993.10.10,1993.0,Boating,usa,34.0,>6 m [20'] white shark,Oct,N,F,White,adulto
1086,1993.09.26,1993.0,Unprovoked,south africa,36.0,3 m [10'] white shark,Sep,N,M,White,adulto
1087,1993.09.03,1993.0,Unprovoked,spain,28.70969899665552,1.2 m [4'] shark,Sep,N,M,Unspecified,mayor
1088,1993.08.21,1993.0,Unprovoked,bahamas,51.0,1.8 m [6'] blacktip shark or Caribbean reef shark,Aug,N,M,Unspecified,adulto
1089,1993.08.15.a,1993.0,Unprovoked,usa,19.0,Bull shark,Aug,N,F,Bull,joven
1090,1993.08.12,1993.0,Unprovoked,usa,39.0,5.5 m to 6 m [18' to 20']  white shark,Aug,N,M,White,adulto
1091,1993.07.30,1993.0,Unprovoked,south africa,28.0,4 m [13'] white shark,Jul,N,M,White,joven
1092,1993.07.07,1993.0,Unprovoked,usa,12.0,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered ",Jul,N,F,Unspecified,joven
1093,1993.06.10,1993.0,Unprovoked,usa,22.0,Thought to involve a tiger shark,Jun,N,M,Tiger,joven
1094,1993.06.09,1993.0,Unprovoked,australia,31.0,Remains recovered from 5.5 m [18'] white shark,Jun,Y,M,White,joven
1095,1993.06.05,1993.0,Unprovoked,australia,34.0,5 m [16.5'] white shark,Jun,Y,F,White,adulto
1096,1993.06.00,1993.0,Unprovoked,usa,,6' shark,Jun,N,F,Unspecified,
1097,1993.03.14,1993.0,Unprovoked,usa,35.0,"Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)",Mar,N,M,Tiger,adulto
1098,1993.03.12,1993.0,Unprovoked,usa,55.0,White shark,Mar,N,M,White,adulto
1099,1993.02.04,1993.0,Provoked,australia,28.70969899665552,"Bronze whaler shark, 1.5 m ",,N,M,Unspecified,mayor
1100,1993.01.05,1993.0,Unprovoked,australia,21.0,1.5 m shark,Jan,N,M,Unspecified,joven
1101,1993.01.02,1993.0,Unprovoked,usa,29.0,6 m [20'] white shark,Jan,N,M,White,joven
1102,1992.12.28,1992.0,Unprovoked,usa,10.0,"Tiger shark, 2.4 m [8']",Dec,N,M,Tiger,joven
1103,1992.12.23,1992.0,Unprovoked,usa,30.0,"Tiger shark, 3 m to 4.9 m [10' to 16'] ",Dec,N,M,Tiger,joven
1104,1992.11.29,1992.0,Unprovoked,usa,31.0,"Mako shark, 1.8 m [6']  ",Nov,N,M,Unspecified,joven
1105,1992.11.25.a,1992.0,Unprovoked,usa,19.0,6' to 7' blacktip shark,Nov,N,M,Unspecified,joven
1106,1992.11.14,1992.0,Boating,usa,46.0,5 m to 6 m white shark,Nov,N,M,White,adulto
1107,1992.11.11,1992.0,Unprovoked,usa,40.0,Unidentified shark,Nov,N,M,Unspecified,adulto
1108,1992.11.05.a,1992.0,Unprovoked,usa,18.0,"Tiger shark, 3 m to 3.7 m [10' to 12'] ",Nov,Y,M,Tiger,joven
1109,1992.10.29,1992.0,Unprovoked,usa,40.0,2.5 m [8.25'] white shark,Oct,N,M,White,adulto
1110,1992.10.22,1992.0,Unprovoked,usa,28.0,"Tiger shark, 4.3 m [14'] ",Oct,N,M,Tiger,joven
1111,1992.10.01,1992.0,Unprovoked,australia,28.0,4.2 m white shark,Oct,Y,M,White,joven
1112,1992.09.13,1992.0,Unprovoked,usa,20.0,4 m to 5 m [13' to 16.5']  white shark ,Sep,N,M,White,joven
1113,1992.08.25,1992.0,Unprovoked,australia,17.0,4 m white shark,Aug,N,M,White,joven
1114,1992.08.18,1992.0,Unprovoked,usa,22.0,5.5 m to 6 m [18' to 20'] white shark,Aug,N,M,White,joven
1115,1992.07.21,1992.0,Unprovoked,usa,42.0,"""a small shark""",Jul,N,F,Unspecified,adulto
1116,1992.06.28.a,1992.0,Unprovoked,reunion,16.0,Bull shark or lemon shark,Jun,Y,M,Lemon,joven
1117,1992.04.09,1992.0,Unprovoked,south africa,35.0,>2 m shark,Apr,N,M,Unspecified,adulto
1118,1992.03.28,1992.0,Unprovoked,usa,36.0,Tiger shark,Mar,N,F,Tiger,adulto
1119,1992.03.08.c,1992.0,Unprovoked,japan,41.0,"5 m [16.5'] white shark, identification by K. Nakaya",Mar,Y,M,White,adulto
1120,1992.03.08.a,1992.0,Unprovoked,usa,21.0,Said to involve a 6 m to 7 m [20' to 23'] white shark,Mar,N,M,White,joven
1121,1992.02.09,1992.0,Invalid,australia,19.0,Questionable incident,Feb,,M,Unspecified,joven
1122,1992.01.29.a,1992.0,Unprovoked,australia,19.0,"Bronze whaler shark, 2.3 m [7.5'] ",Jan,N,M,Unspecified,joven
1123,1992.01.23,1992.0,Unprovoked,south africa,19.0,"Zambesi shark, 1.7 m [5.5'] ",Jan,N,M,Unspecified,joven
1124,1992.01.08,1992.0,Unprovoked,south africa,36.0,Possibly a 1.5 m [5'] blacktip shark,Jan,N,M,Unspecified,adulto
1125,1991.12.04,1991.0,Unprovoked,usa,25.0,6 m [20'] white shark,Dec,N,M,White,joven
1126,1991.11.26.b,1991.0,Unprovoked,usa,41.0,"Tiger shark, 2.4 m 3.4 m [8' to 11']  ",Nov,Y,F,Tiger,adulto
1127,1991.10.12,1991.0,Unprovoked,usa,21.0,1.8 m [6'] shark,Oct,N,M,Unspecified,joven
1128,1991.10.05,1991.0,Unprovoked,usa,32.0,5 m to 6 m [16.5' to 20'] white shark,Oct,N,M,White,adulto
1129,1991.09.08,1991.0,Unprovoked,australia,19.0,4 m [13'] white shark,Sep,Y,M,White,joven
1130,1991.08.30,1991.0,Provoked,australia,36.0,"3 m [10'], 270- kg [595-lb] shark",Aug,N,M,Unspecified,adulto
1131,1991.08.26,1991.0,Unprovoked,usa,23.0,sand shark,Aug,N,M,Unspecified,joven
1132,1991.08.12,1991.0,Unprovoked,usa,10.0,3' shark,Aug,N,F,Unspecified,joven
1133,1991.07.30,1991.0,Boating,italy,40.0,4 m [13'] white shark,Jul,N,F,White,adulto
1134,1991.07.01.b,1991.0,Unprovoked,reunion,30.0,"Tiger shark, 3 to 4 m [10' to 13'] ",Jul,N,M,Tiger,joven
1135,1991.07.01.a,1991.0,Unprovoked,usa,32.0,5 m [16.5'] white shark,Jul,N,M,White,adulto
1136,1991.06.07.b,1991.0,Unprovoked,usa,31.0,2.7 m [9'] bull or lemon shark,Jun,N,M,Lemon,joven
1137,1991.06.07.a,1991.0,Unprovoked,hong kong,65.0,"Tiger shark, >3 m [10']",Jun,Y,F,Tiger,mayor
1138,1991.05.26,1991.0,Unprovoked,usa,23.0,2.4 m [8'] shark,May,N,M,Unspecified,joven
1139,1991.04.16.a,1991.0,Unprovoked,usa,22.0,1.2 m to 1.5 m [4' to 5'] shark,Apr,N,M,Unspecified,joven
1140,1991.02.24,1991.0,Unprovoked,usa,38.0,5.5 m [18'] white shark,Feb,N,M,White,adulto
1141,1991.02.12,1991.0,Unprovoked,south africa,20.0,5.5 m [18'] white shark,Feb,N,M,White,joven
1142,1990.11.01,1990.0,Unprovoked,usa,24.0,5' shark,Nov,N,M,Unspecified,joven
1143,1990.10.30.b,1990.0,Unprovoked,usa,50.0,1.8 m [6'] shark ,Oct,N,M,Unspecified,adulto
1144,1990.10.20,1990.0,Unprovoked,usa,25.0,4' spinner shark,Oct,N,M,Unspecified,joven
1145,1990.10.15,1990.0,Unprovoked,usa,43.0,"Tiger shark, 3.7 m [12'] ",Oct,N,M,Tiger,adulto
1146,1990.10.12,1990.0,Unprovoked,usa,19.0,1.8 m to 2.4 m [6' to 8'] shark,Oct,N,M,Unspecified,joven
1147,1990.09.15,1990.0,Unprovoked,south africa,26.0,5 m  [16.5'] white shark,Sep,N,M,White,joven
1148,1990.09.08,1990.0,Unprovoked,usa,49.0,White shark,Sep,N,M,White,adulto
1149,1990.09.05,1990.0,Boating,usa,44.0,2.5 m to 3 m [8.25' to 10']  white shark,Sep,N,M,White,adulto
1150,1990.08.28,1990.0,Unprovoked,usa,22.0,5 m to 6 m [16.5' to 20'] white shark,Aug,N,M,White,joven
1151,1990.06.24,1990.0,Unprovoked,south africa,21.0,"4.5 m [14'9""] white shark",Jun,Y,F,White,joven
1152,1990.05.06,1990.0,Unprovoked,south africa,22.0,"5.5 m [18'] white shark, identified by witnesses & tooth marks",May,N,M,White,joven
1153,1990.04.14,1990.0,Unprovoked,south africa,23.0,"2.3 m [7.5'] white shark, identified by M. Smale",Apr,N,M,White,joven
1154,1990.04.09,1990.0,Unprovoked,australia,31.0,"Tiger shark, 3 m ",Apr,N,M,Tiger,joven
1155,1989.11.18,1989.0,Unprovoked,south africa,29.0,White shark,Nov,Y,M,White,joven
1156,1989.10.22,1989.0,Unprovoked,australia,17.0,2.7 m [9'] white shark,Oct,N,M,White,joven
1157,1989.10.11,1989.0,Unprovoked,usa,12.0,4' shark,Oct,N,M,Unspecified,joven
1158,1989.10.08,1989.0,Invalid,usa,49.0,Shark involvement suspected but not confirmed,Oct,,M,Unspecified,adulto
1159,1989.09.17,1989.0,Unprovoked,south africa,29.0,"White shark, identified by tooth pattern",Sep,N,M,White,joven
1160,1989.09.13,1989.0,Provoked,usa,51.0,150-lb shark,Sep,N,M,Unspecified,adulto
1161,1989.09.09.b,1989.0,Unprovoked,usa,38.0,4 m to 5 m [13' to 16.5']  white shark,Sep,N,M,White,adulto
1162,1989.08.29,1989.0,Provoked,australia,30.0,Grey nurse shark,Aug,N,M,Grey,joven
1163,1989.08.22.a,1989.0,Unprovoked,south africa,21.0,>3.4 m [11'] white shark,Aug,N,M,White,joven
1164,1989.08.13,1989.0,Unprovoked,australia,17.0,"Bronze whaler shark, 3 m [10'] ",Aug,N,M,Unspecified,joven
1165,1989.07.20,1989.0,Unprovoked,south africa,34.0,2.5 m [8.25'] white shark,Jul,N,M,White,adulto
1166,1989.06.05,1989.0,Unprovoked,south africa,16.0,3 m [10'] white shark,Jun,N,M,White,joven
1167,1989.06.03,1989.0,Unprovoked,south africa,28.0,2.5 m [8.25'] white shark,Jun,N,M,White,joven
1168,1989.03.09,1989.0,Unprovoked,australia,27.0,2 m [6.75'] white shark,Mar,Y,M,White,joven
1169,1989.02.02,1989.0,Unprovoked,italy,47.0,6 m [20'] white shark,Feb,Y,M,White,adulto
1170,1989.01.26.b,1989.0,Invalid,usa,24.0,Invalid,Jan,,M,Unspecified,joven
1171,1989.01.26.a,1989.0,Unprovoked,usa,24.0,5 m [16.5'] white shark,Jan,Y,F,White,joven
1172,1989.01.03,1989.0,Unprovoked,australia,17.0,"Tiger shark, 4 m [13'] ",Jan,N,M,Tiger,joven
1173,1988.10.23,1988.0,Unprovoked,usa,21.0,5.5 m to 6 m [18' to 20']  white shark,Oct,N,M,White,joven
1174,1988.10.11,1988.0,Unprovoked,usa,30.0,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,Unspecified,joven
1175,1988.10.10,1988.0,Unprovoked,usa,23.0,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,Unspecified,joven
1176,1988.09.28,1988.0,Unprovoked,usa,21.0,5' shark,Sep,N,M,Unspecified,joven
1177,1988.09.13.a,1988.0,Unprovoked,usa,38.0,3 m [10'] bull shark,Sep,Y,M,Bull,adulto
1178,1988.08.11,1988.0,Unprovoked,usa,27.0,2.4 m to 3 m [8' to 10'] white shark,Aug,N,M,White,joven
1179,1988.06.19,1988.0,Unprovoked,south africa,36.0,White shark,Jun,N,M,White,adulto
1180,1988.06.09,1988.0,Unprovoked,usa,37.0,Sand shark?,Jun,N,M,Unspecified,adulto
1181,1988.06.01,1988.0,Unprovoked,usa,25.0,1.8 m to 2.4 m [6' to 8'] shark,Jun,N,M,Unspecified,joven
1182,1988.03.16,1988.0,Unprovoked,south africa,17.0,1.5 m to 2 m [5' to 6.75'] shark,Mar,N,M,Unspecified,joven
1183,1988.02.14,1988.0,Unprovoked,south africa,20.0,"1 m ""grey-colored"" shark",Feb,N,M,Grey,joven
1184,1988.02.13,1988.0,Unprovoked,south africa,15.0,Zambezi shark (tooth fragments recovered),Feb,N,F,Unspecified,joven
1185,1988.01.27,1988.0,Invalid,south africa,22.0,Shark involvement not confirmed,Jan,,M,Unspecified,joven
1186,1988.01.06,1988.0,Provoked,south africa,33.0,1.5 m copper shark,Jan,N,M,Unspecified,adulto
1187,1987.12.17,1987.0,Unprovoked,usa,16.0,1.8 m [6'] blacktip shark,Dec,N,M,Unspecified,joven
1188,1987.10.26,1987.0,Unprovoked,usa,20.0,2 m [6.75'] shark,Oct,N,M,Unspecified,joven
1189,1987.10.25,1987.0,Invalid,south africa,14.0,Questionable incident,Oct,,M,Unspecified,joven
1190,1987.10.11,1987.0,Unprovoked,south africa,21.0,White shark,Oct,N,M,White,joven
1191,1987.09.13,1987.0,Unprovoked,south africa,24.0,3.5 m [11.5']  white shark,Sep,N,M,White,joven
1192,1987.08.20,1987.0,Unprovoked,usa,12.0,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,Unspecified,joven
1193,1987.08.15,1987.0,Unprovoked,usa,40.0,5.7 m white shark,Aug,N,M,White,adulto
1194,1987.07.21,1987.0,Unprovoked,usa,27.0,3' to 4' shark,Jul,N,M,Unspecified,joven
1195,1987.07.12.b,1987.0,Unprovoked,usa,32.0,4' shark,Jul,N,F,Unspecified,adulto
1196,1987.07.12.a,1987.0,Unprovoked,usa,16.0,4' shark,Jul,N,F,Unspecified,joven
1197,1987.04.01,1987.0,Unprovoked,vanuatu,8.0,4.3 m shark,Apr,Y,M,Unspecified,joven
1198,1987.01.28,1987.0,Unprovoked,south africa,30.0,>2.5 m [8.25'] white shark,Jan,N,M,White,joven
1199,1986.12.22,1986.0,Unprovoked,south africa,21.0,3 m [10'] white shark,Dec,Y,M,White,joven
1200,1986.12.11,1986.0,Unprovoked,usa,40.0,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark,Dec,N,M,Unspecified,adulto
1201,1986.12.06.a,1986.0,Unprovoked,usa,27.0,5 m to 6 m [16.5' to 20'] white shark,Dec,N,M,White,joven
1202,1986.10.03,1986.0,Unprovoked,usa,6.0,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered",Oct,N,F,Lemon,joven
1203,1986.10.05,1986.0,Unprovoked,south africa,32.0,1.6 m shark,Oct,N,M,Unspecified,adulto
1204,1986.08.10,1986.0,Invalid,south africa,35.0,Invalid,Aug,,M,Unspecified,adulto
1205,1986.07.00.a,1986.0,Unprovoked,south africa,26.0,1.2 m [4'] dusky shark,Jul,N,M,Unspecified,joven
1206,1986.03.15,1986.0,Unprovoked,south africa,26.0,>1 m shark,Mar,N,M,Unspecified,joven
1207,1986.02.18,1986.0,Unprovoked,south africa,21.0,>2.4 m [8'] white shark,Feb,N,M,White,joven
1208,1986.02.07,1986.0,Unprovoked,south africa,46.0,Raggedtooth shark,Feb,N,M,Unspecified,adulto
1209,1986.02.06,1986.0,Unprovoked,south africa,29.0,"Raggedtooth shark, 2 m [6.75'] ",Feb,N,M,Unspecified,joven
1210,1986.02.01,1986.0,Unprovoked,australia,29.0,"Bronze whaler shark, 3.5 m ",Feb,N,M,Unspecified,joven
1211,1986.01.12,1986.0,Unprovoked,usa,22.0,Blacktip shark,Jan,N,M,Unspecified,joven
1212,1986.00.00,1986.0,Unprovoked,usa,16.0,1.5 m [5'] shark,,N,M,Unspecified,joven
1213,1985.10.24,1985.0,Unprovoked,south africa,22.0,2.5 m [8.25'] white shark,Oct,N,M,White,joven
1214,1985.10.22,1985.0,Unprovoked,usa,46.0,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark,Oct,N,M,Unspecified,adulto
1215,1985.09.05,1985.0,Invalid,usa,17.0,Invalid,Sep,,M,Unspecified,joven
1216,1985.08.20,1985.0,Invalid,usa,11.0,Shark involvement not confirmed,Aug,,M,Unspecified,joven
1217,1985.08.17,1985.0,Invalid,usa,28.70969899665552,Shark involvement prior to death not confirmed,Aug,,M,Unspecified,mayor
1218,1985.07.25.b,1985.0,Unprovoked,usa,13.0,Possibly a small hammerhead shark,Jul,N,F,Unspecified,joven
1219,1985.07.00,1985.0,Unprovoked,italy,13.0,"3 m to 3.6 m  [10' to 11'9""] white shark",Jul,N,M,White,joven
1220,1985.03.03,1985.0,Unprovoked,australia,33.0,6 m [20'] white shark,Mar,Y,F,White,adulto
1221,1985.02.18,1985.0,Unprovoked,usa,29.0,6 m [20'] white shark,Feb,N,M,White,joven
1222,1985.01.27,1985.0,Unprovoked,south africa,15.0,Raggedtooth shark,Jan,N,M,Unspecified,joven
1223,1985.01.17,1985.0,Unprovoked,south africa,18.0,"3.5 m white shark, tooth fragments recovered",Jan,N,M,White,joven
1224,1985.01.04,1985.0,Unprovoked,south africa,34.0,3.5 m [11.5'] white shark,Jan,N,M,White,adulto
1225,1985.01.00.a,1985.0,Provoked,south africa,20.0,1.5 m [5'] dusky shark,Jan,N,M,Unspecified,joven
1226,1984.11.30,1984.0,Unprovoked,australia,16.0,"Tiger shark, 4 m ",Nov,Y,M,Tiger,joven
1227,1984.10.21.b,1984.0,Invalid,usa,22.0,Shark involvement prior to death was not confirmed,Oct,,M,Unspecified,joven
1228,1984.10.21,1984.0,Unprovoked,usa,23.0,1.5 m [5'] shark,Oct,N,F,Unspecified,joven
1229,1984.10.17,1984.0,Invalid,usa,28.70969899665552,Shark involvement not confirmed; officials considered barracua,Oct,,F,Unspecified,mayor
1230,1984.10.14.a,1984.0,Unprovoked,usa,15.0,1.2 m [4'] blacktip shark,Oct,N,M,Unspecified,joven
1231,1984.09.30.b,1984.0,Unprovoked,usa,25.0,3 m to 5 m [10' to 16.5'] white shark,Sep,N,M,White,joven
1232,1984.09.22.a,1984.0,Unprovoked,usa,16.0,Hammerhead shark?+O2356,Sep,N,M,Unspecified,joven
1233,1984.09.15,1984.0,Unprovoked,usa,28.0,4.5 m to 5 m white shark,Sep,Y,M,White,joven
1234,1984.07.24.a,1984.0,Unprovoked,usa,18.0,1.2 m [4'] shark,Jul,N,F,Unspecified,joven
1235,1984.07.22,1984.0,Invalid,south africa,21.0,Shark involvement prior to death was not confirmed,Jul,,M,Unspecified,joven
1236,1984.06.15,1984.0,Unprovoked,south africa,27.0,2.4 m [8'] white shark,Jun,N,M,White,joven
1237,1984.06.03.b,1984.0,Unprovoked,usa,13.0,1.2 m to 1.5 m [4' to 5'] hammerhead shark,Jun,N,F,Unspecified,joven
1238,1984.02.17,1984.0,Provoked,south africa,33.0, 1.5 m [5'] dusky shark,Feb,N,M,Unspecified,adulto
1239,1984.01.05,1984.0,Unprovoked,south africa,14.0,"Raggedtooth shark, 1 m ",Jan,N,M,Unspecified,joven
1240,1983.12.21,1983.0,Unprovoked,south africa,47.0,"Raggedtooth shark, >1 m ",Dec,N,M,Unspecified,adulto
1241,1983.08.20.a,1983.0,Unprovoked,south africa,29.0,5 m [16.5'] white shark,Aug,N,M,White,joven
1242,1983.08.15,1983.0,Unprovoked,usa,14.0,Sand shark,Aug,N,F,Unspecified,joven
1243,1983.08.13.a,1983.0,Unprovoked,usa,22.0,6' to 8' bull shark,Aug,N,F,Bull,joven
1244,1983.07.26,1983.0,Sea Disaster,australia,21.0,"Tiger shark, 5 m [16.5']",Jul,Y,F,Tiger,joven
1245,1983.07.25.b,1983.0,Sea Disaster,australia,24.0,"Tiger shark, 5 m [16.5']",Jul,Y,M,Tiger,joven
1246,1983.07.25.a,1983.0,Sea Disaster,australia,28.0,"Tiger shark, 5 m [16.5']",Jul,N,M,Tiger,joven
1247,1983.07.12.b,1983.0,Unprovoked,usa,39.0,3.5' hammerhead shark,Jul,N,F,Unspecified,adulto
1248,1983.05.31,1983.0,Unprovoked,usa,21.0,6' shark,May,N,M,Unspecified,joven
1249,1983.04.12,1983.0,Unprovoked,south africa,27.0,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)",Apr,N,M,Unspecified,joven
1250,1983.03.30.a,1983.0,Unprovoked,south africa,17.0,1.8 m [6'] Zambezi shark,Mar,N,M,Unspecified,joven
1251,1983.02.20,1983.0,Unprovoked,south africa,16.0,3 m [10'] shark,Feb,N,M,Unspecified,joven
1252,1983.01.08,1983.0,Unprovoked,south africa,32.0,White shark,Jan,N,M,White,adulto
1253,1982.10.13,1982.0,Unprovoked,usa,26.0,1.5 m [5'] shark,Oct,N,M,Unspecified,joven
1254,1982.09.30.a,1982.0,Unprovoked,south africa,16.0,"Believed to involve a 2.8 m [9'3""] white shark",Sep,N,M,White,joven
1255,1982.09.27,1982.0,Unprovoked,usa,20.0,1.5 m [5'] shark,Sep,N,M,Unspecified,joven
1256,1982.09.25,1982.0,Unprovoked,usa,36.0,White shark,Sep,N,M,White,adulto
1257,1982.09.19,1982.0,Unprovoked,usa,28.0,5 m to 6 m [16.5' to 20'] white shark,Sep,N,M,White,joven
1258,1982.08.29.b,1982.0,Invalid,usa,17.0,Questionable incident; reported as shark attack but thought to involve a pinniped instead ,Aug,,M,Unspecified,joven
1259,1982.07.31,1982.0,Invalid,south africa,20.0,Invalid,Jul,,M,Unspecified,joven
1260,1982.07.24.b,1982.0,Unprovoked,south africa,38.0,"2.4 m [8'] white shark, species identity confirmed by tooth fragment",Jul,N,M,White,adulto
1261,1982.07.24.a,1982.0,Unprovoked,usa,26.0,4.5 m to 5.5 m [14.7' to 18'] white shark,Jul,N,M,White,joven
1262,1982.07.19,1982.0,Unprovoked,usa,17.0,0.9 m to 1.2 m [3' to 4'] shark,Jul,N,M,Unspecified,joven
1263,1982.06.29,1982.0,Unprovoked,south africa,27.0,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",Jun,Y,M,White,joven
1264,1982.06.26.b,1982.0,Unprovoked,usa,20.0,5' shark,Jun,N,M,Unspecified,joven
1265,1982.01.29,1982.0,Unprovoked,south africa,20.0,Raggedtooth shark,Jan,N,M,Unspecified,joven
1266,1981.12.19,1981.0,Unprovoked,usa,24.0,7 m [23'] white shark,Dec,Y,M,White,joven
1267,1981.10.19.a,1981.0,Unprovoked,usa,19.0,1.8 m to 2.4 m [6' to 8'] shark,Oct,N,M,Unspecified,joven
1268,1981.09.15,1981.0,Unprovoked,usa,26.0,Said to involve a tiger shark or a hammerhead shark,Sep,Y,M,Tiger,joven
1269,1981.08.07,1981.0,Unprovoked,bahamas,53.0,Mako shark (tooth fragments recovered),Aug,N,M,Unspecified,adulto
1270,1981.07.18,1981.0,Unprovoked,south africa,32.0,Possibly a  1.8 m [6'] Zambezi shark,Jul,N,M,Unspecified,adulto
1271,1981.05.23,1981.0,Unprovoked,south korea,27.0,6 m  white shark,May,Y,F,White,joven
1272,1981.05.20,1981.0,Unprovoked,south africa,27.0,Raggedtooth shark,May,N,M,Unspecified,joven
1273,1981.05.10,1981.0,Unprovoked,south africa,19.0,"Raggedtooth shark, 2.5 m [8.25'] ",May,N,M,Unspecified,joven
1274,1981.05.05,1981.0,Unprovoked,south africa,24.0,"Tiger shark, 2.1 m [7']",May,N,M,Tiger,joven
1275,1981.03.25,1981.0,Unprovoked,usa,19.0,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark",Mar,N,M,Bull,joven
1276,1981.03.24,1981.0,Unprovoked,usa,24.0,C. maculpinnis or C. limbatus,Mar,N,M,Unspecified,joven
1277,1981.02.19,1981.0,Unprovoked,south africa,30.0,Juvenile dusky or blacktip shark,Feb,N,M,Unspecified,joven
1278,1981.02.02,1981.0,Unprovoked,usa,15.0,1.8 m to 2.4 m [6' to 8'] hammerhead shark,Feb,N,M,Unspecified,joven
1279,1981.00.00.b,1981.0,Unprovoked,australia,27.0,"Tiger shark, 2.5 m ",,N,M,Tiger,joven
1280,1980.12.30,1980.0,Unprovoked,south africa,25.0,3.5 m [11.5'] shark,,N,M,Unspecified,joven
1281,1980.11.24,1980.0,Unprovoked,reunion,22.0,1.8 m [6'] white shark,Nov,N,M,White,joven
1282,1980.10.27,1980.0,Unprovoked,usa,29.0,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M,White,joven
1283,1980.10.17,1980.0,Unprovoked,usa,19.0,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M,White,joven
1284,1980.07.23,1980.0,Unprovoked,usa,22.0,4' to 8' shark,Jul,N,F,Unspecified,joven
1285,1980.05.15,1980.0,Unprovoked,south africa,22.0,1.8 m [6'] shark,May,N,M,Unspecified,joven
1286,1980.04.00,1980.0,Unprovoked,mexico,13.0,Tiger shark,Apr,N,F,Tiger,joven
1287,1980.01.31,1980.0,Unprovoked,south africa,24.0,"2.8 m [9'3""] white shark",Jan,N,M,White,joven
1288,1980.01.15,1980.0,Provoked,south africa,29.0,"2 m [6'9""] Zambesi shark",Jan,N,M,Unspecified,joven
1289,1980.01.10,1980.0,Unprovoked,south africa,25.0,"Raggedtooth shark, 2 m [6'9""] ",Jan,N,M,Unspecified,joven
1290,1980.00.00.b,1980.0,Invalid,south africa,20.0,Invalid,,,M,Unspecified,joven
1291,1979.11.27,1979.0,Unprovoked,usa,20.0,"White shark, 4 m [13'] ",Nov,N,M,White,joven
1292,1979.05.05,1979.0,Provoked,south africa,25.0,"White shark, 2.5 m [8.25']  ",,N,M,White,joven
1293,1979.03.24,1979.0,Unprovoked,usa,27.0,Blacktip or spinner shark,Mar,N,M,Unspecified,joven
1294,1979.02.21,1979.0,Unprovoked,south africa,19.0,1.5 m to 2 m [5' to 6.75'] shark,Feb,N,M,Unspecified,joven
1295,1978.12.12,1978.0,Unprovoked,south africa,23.0,"White shark, 2.3 m [7.5'], tooth fragment recovered",Dec,Y,M,White,joven
1296,1978.09.27,1978.0,Unprovoked,south africa,27.0,"White shark, 3.7 m [12'] ",Sep,N,M,White,joven
1297,1978.01.17,1978.0,Unprovoked,south africa,17.0,Thought to involve a blacktip shark,Jan,N,M,Unspecified,joven
1298,1977.12.19.a,1977.0,Unprovoked,south africa,18.0,"Tiger shark, 3 m [10']",Dec,N,M,Tiger,joven
1299,1977.10.30,1977.0,Unprovoked,south africa,25.0,"White shark, 5 m [16.5'] ",Oct,N,M,White,joven
1300,1977.08.31,1977.0,Unprovoked,australia,17.0,White shark,Aug,N,M,White,joven
1301,1977.08.14,1977.0,Unprovoked,usa,20.0,"White shark, 5.5 m to 6 m [18' to 20']  ",Aug,N,M,White,joven
1302,1977.06.26,1977.0,Provoked,usa,27.0,"Bull shark, 8",Jun,N,M,Bull,joven
1303,1976.12.18,1976.0,Unprovoked,usa,29.0,"White shark, 5.5 m [18'] ",Dec,N,M,White,joven
1304,1976.11.27,1976.0,Unprovoked,south africa,19.0,"White shark, 3 m [10'] k",Nov,N,M,White,joven
1305,1976.11.25,1976.0,Unprovoked,usa,19.0,2.1 m [7'] lemon shark or bull shark,Nov,N,M,Lemon,joven
